,,,,,,1,2,3,4,5,6
c-CNC_COM,,,,,,,,,,,
d-0,,,,,,,,,,,
p-ICMP,,,,,,,,,,,
x-OUT,,,,,,,,,,,
r-PRIVATE,,,,,,,,,,,
l-2,,,,,,,,,,,
p-TCP,,,,,,,,,,,
c-NaN,,,,,,,,,,,
d-56378,l-2,r-PRIVATE,,,,,,,,,
d-56378,l-2,x-OUT,,,,,,,,,
d-56378,r-PRIVATE,x-OUT,,,,,,,,,
d-56380,l-2,r-PRIVATE,,,,,,,,,
d-56380,l-2,x-OUT,,,,,,,,,
d-56380,r-PRIVATE,x-OUT,,,,,,,,,
d-56390,l-2,r-PRIVATE,,,,,,,,,
d-56390,l-2,x-OUT,,,,,,,,,
d-56390,r-PRIVATE,x-OUT,,,,,,,,,
d-56392,l-2,r-PRIVATE,,,,,,,,,
d-56392,l-2,x-OUT,,,,,,,,,
d-56392,r-PRIVATE,x-OUT,,,,,,,,,
d-56394,l-2,r-PRIVATE,,,,,,,,,
d-56394,l-2,x-OUT,,,,,,,,,
d-56394,r-PRIVATE,x-OUT,,,,,,,,,
d-56396,l-2,r-PRIVATE,,,,,,,,,
d-56396,l-2,x-OUT,,,,,,,,,
d-56396,r-PRIVATE,x-OUT,,,,,,,,,
d-56398,l-2,r-PRIVATE,,,,,,,,,
d-56398,l-2,x-OUT,,,,,,,,,
d-56398,r-PRIVATE,x-OUT,,,,,,,,,
d-56400,l-2,r-PRIVATE,,,,,,,,,
d-56400,l-2,x-OUT,,,,,,,,,
d-56400,r-PRIVATE,x-OUT,,,,,,,,,
d-56402,l-2,r-PRIVATE,,,,,,,,,
d-56402,l-2,x-OUT,,,,,,,,,
d-56402,r-PRIVATE,x-OUT,,,,,,,,,
d-56404,l-2,r-PRIVATE,,,,,,,,,
d-56404,l-2,x-OUT,,,,,,,,,
d-56404,r-PRIVATE,x-OUT,,,,,,,,,
d-56406,l-2,r-PRIVATE,,,,,,,,,
d-56406,l-2,x-OUT,,,,,,,,,
d-56406,r-PRIVATE,x-OUT,,,,,,,,,
d-56408,l-2,r-PRIVATE,,,,,,,,,
d-56408,l-2,x-OUT,,,,,,,,,
d-56408,r-PRIVATE,x-OUT,,,,,,,,,
d-56410,l-2,r-PRIVATE,,,,,,,,,
d-56410,l-2,x-OUT,,,,,,,,,
d-56410,r-PRIVATE,x-OUT,,,,,,,,,
d-56412,l-2,r-PRIVATE,,,,,,,,,
d-56412,l-2,x-OUT,,,,,,,,,
d-56412,r-PRIVATE,x-OUT,,,,,,,,,
d-56414,l-2,r-PRIVATE,,,,,,,,,
d-56414,l-2,x-OUT,,,,,,,,,
d-56414,r-PRIVATE,x-OUT,,,,,,,,,
d-56416,l-2,r-PRIVATE,,,,,,,,,
d-56416,l-2,x-OUT,,,,,,,,,
d-56416,r-PRIVATE,x-OUT,,,,,,,,,
d-56418,l-2,r-PRIVATE,,,,,,,,,
d-56418,l-2,x-OUT,,,,,,,,,
d-56418,r-PRIVATE,x-OUT,,,,,,,,,
d-56420,l-2,r-PRIVATE,,,,,,,,,
d-56420,l-2,x-OUT,,,,,,,,,
d-56420,r-PRIVATE,x-OUT,,,,,,,,,
d-56422,l-2,r-PRIVATE,,,,,,,,,
d-56422,l-2,x-OUT,,,,,,,,,
d-56422,r-PRIVATE,x-OUT,,,,,,,,,
d-56424,l-2,r-PRIVATE,,,,,,,,,
d-56424,l-2,x-OUT,,,,,,,,,
d-56424,r-PRIVATE,x-OUT,,,,,,,,,
d-56428,l-2,r-PRIVATE,,,,,,,,,
d-56428,l-2,x-OUT,,,,,,,,,
d-56428,r-PRIVATE,x-OUT,,,,,,,,,
d-56436,l-2,r-PRIVATE,,,,,,,,,
d-56436,l-2,x-OUT,,,,,,,,,
d-56436,r-PRIVATE,x-OUT,,,,,,,,,
d-56440,l-2,r-PRIVATE,,,,,,,,,
d-56440,l-2,x-OUT,,,,,,,,,
d-56440,r-PRIVATE,x-OUT,,,,,,,,,
d-56444,l-2,r-PRIVATE,,,,,,,,,
d-56444,l-2,x-OUT,,,,,,,,,
d-56444,r-PRIVATE,x-OUT,,,,,,,,,
d-56450,l-2,r-PRIVATE,,,,,,,,,
d-56450,l-2,x-OUT,,,,,,,,,
d-56450,r-PRIVATE,x-OUT,,,,,,,,,
d-56452,l-2,r-PRIVATE,,,,,,,,,
d-56452,l-2,x-OUT,,,,,,,,,
d-56452,r-PRIVATE,x-OUT,,,,,,,,,
d-56456,l-2,r-PRIVATE,,,,,,,,,
d-56456,l-2,x-OUT,,,,,,,,,
d-56456,r-PRIVATE,x-OUT,,,,,,,,,
d-56458,l-2,r-PRIVATE,,,,,,,,,
d-56458,l-2,x-OUT,,,,,,,,,
d-56458,r-PRIVATE,x-OUT,,,,,,,,,
d-56462,l-2,r-PRIVATE,,,,,,,,,
d-56462,l-2,x-OUT,,,,,,,,,
d-56462,r-PRIVATE,x-OUT,,,,,,,,,
d-56466,l-2,r-PRIVATE,,,,,,,,,
d-56466,l-2,x-OUT,,,,,,,,,
d-56466,r-PRIVATE,x-OUT,,,,,,,,,
d-56468,l-2,r-PRIVATE,,,,,,,,,
d-56468,l-2,x-OUT,,,,,,,,,
d-56468,r-PRIVATE,x-OUT,,,,,,,,,
d-56470,l-2,r-PRIVATE,,,,,,,,,
d-56470,l-2,x-OUT,,,,,,,,,
d-56470,r-PRIVATE,x-OUT,,,,,,,,,
d-56472,l-2,r-PRIVATE,,,,,,,,,
d-56472,l-2,x-OUT,,,,,,,,,
d-56472,r-PRIVATE,x-OUT,,,,,,,,,
d-56480,l-2,r-PRIVATE,,,,,,,,,
d-56480,l-2,x-OUT,,,,,,,,,
d-56480,r-PRIVATE,x-OUT,,,,,,,,,
d-56482,l-2,r-PRIVATE,,,,,,,,,
d-56482,l-2,x-OUT,,,,,,,,,
d-56482,r-PRIVATE,x-OUT,,,,,,,,,
d-56484,l-2,r-PRIVATE,,,,,,,,,
d-56484,l-2,x-OUT,,,,,,,,,
d-56484,r-PRIVATE,x-OUT,,,,,,,,,
d-56486,l-2,r-PRIVATE,,,,,,,,,
d-56486,l-2,x-OUT,,,,,,,,,
d-56486,r-PRIVATE,x-OUT,,,,,,,,,
d-56488,l-2,r-PRIVATE,,,,,,,,,
d-56488,l-2,x-OUT,,,,,,,,,
d-56488,r-PRIVATE,x-OUT,,,,,,,,,
d-56490,l-2,r-PRIVATE,,,,,,,,,
d-56490,l-2,x-OUT,,,,,,,,,
d-56490,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-80,l-2,,,,,,,,,
c-DDOS,d-80,p-TCP,,,,,,,,,
c-DDOS,d-80,r-PRIVATE,,,,,,,,,
c-DDOS,d-80,x-OUT,,,,,,,,,
c-DDOS,l-2,p-TCP,,,,,,,,,
c-DDOS,l-2,r-PRIVATE,,,,,,,,,
c-DDOS,l-2,x-OUT,,,,,,,,,
c-DDOS,p-TCP,r-PRIVATE,,,,,,,,,
c-DDOS,p-TCP,x-OUT,,,,,,,,,
c-DDOS,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50955,l-2,,,,,,,,,
c-DDOS,d-50955,p-TCP,,,,,,,,,
c-DDOS,d-50955,r-PRIVATE,,,,,,,,,
c-DDOS,d-50955,x-OUT,,,,,,,,,
d-50955,l-2,p-TCP,,,,,,,,,
d-50955,l-2,r-PRIVATE,,,,,,,,,
d-50955,l-2,x-OUT,,,,,,,,,
d-50955,p-TCP,r-PRIVATE,,,,,,,,,
d-50955,p-TCP,x-OUT,,,,,,,,,
d-50955,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50956,l-2,,,,,,,,,
c-DDOS,d-50956,p-TCP,,,,,,,,,
c-DDOS,d-50956,r-PRIVATE,,,,,,,,,
c-DDOS,d-50956,x-OUT,,,,,,,,,
d-50956,l-2,p-TCP,,,,,,,,,
d-50956,l-2,r-PRIVATE,,,,,,,,,
d-50956,l-2,x-OUT,,,,,,,,,
d-50956,p-TCP,r-PRIVATE,,,,,,,,,
d-50956,p-TCP,x-OUT,,,,,,,,,
d-50956,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50957,l-2,,,,,,,,,
c-DDOS,d-50957,p-TCP,,,,,,,,,
c-DDOS,d-50957,r-PRIVATE,,,,,,,,,
c-DDOS,d-50957,x-OUT,,,,,,,,,
d-50957,l-2,p-TCP,,,,,,,,,
d-50957,l-2,r-PRIVATE,,,,,,,,,
d-50957,l-2,x-OUT,,,,,,,,,
d-50957,p-TCP,r-PRIVATE,,,,,,,,,
d-50957,p-TCP,x-OUT,,,,,,,,,
d-50957,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50958,l-2,,,,,,,,,
c-DDOS,d-50958,p-TCP,,,,,,,,,
c-DDOS,d-50958,r-PRIVATE,,,,,,,,,
c-DDOS,d-50958,x-OUT,,,,,,,,,
d-50958,l-2,p-TCP,,,,,,,,,
d-50958,l-2,r-PRIVATE,,,,,,,,,
d-50958,l-2,x-OUT,,,,,,,,,
d-50958,p-TCP,r-PRIVATE,,,,,,,,,
d-50958,p-TCP,x-OUT,,,,,,,,,
d-50958,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50959,l-2,,,,,,,,,
c-DDOS,d-50959,p-TCP,,,,,,,,,
c-DDOS,d-50959,r-PRIVATE,,,,,,,,,
c-DDOS,d-50959,x-OUT,,,,,,,,,
d-50959,l-2,p-TCP,,,,,,,,,
d-50959,l-2,r-PRIVATE,,,,,,,,,
d-50959,l-2,x-OUT,,,,,,,,,
d-50959,p-TCP,r-PRIVATE,,,,,,,,,
d-50959,p-TCP,x-OUT,,,,,,,,,
d-50959,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50960,l-2,,,,,,,,,
c-DDOS,d-50960,p-TCP,,,,,,,,,
c-DDOS,d-50960,r-PRIVATE,,,,,,,,,
c-DDOS,d-50960,x-OUT,,,,,,,,,
d-50960,l-2,p-TCP,,,,,,,,,
d-50960,l-2,r-PRIVATE,,,,,,,,,
d-50960,l-2,x-OUT,,,,,,,,,
d-50960,p-TCP,r-PRIVATE,,,,,,,,,
d-50960,p-TCP,x-OUT,,,,,,,,,
d-50960,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50961,l-2,,,,,,,,,
c-DDOS,d-50961,p-TCP,,,,,,,,,
c-DDOS,d-50961,r-PRIVATE,,,,,,,,,
c-DDOS,d-50961,x-OUT,,,,,,,,,
d-50961,l-2,p-TCP,,,,,,,,,
d-50961,l-2,r-PRIVATE,,,,,,,,,
d-50961,l-2,x-OUT,,,,,,,,,
d-50961,p-TCP,r-PRIVATE,,,,,,,,,
d-50961,p-TCP,x-OUT,,,,,,,,,
d-50961,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50962,l-2,,,,,,,,,
c-DDOS,d-50962,p-TCP,,,,,,,,,
c-DDOS,d-50962,r-PRIVATE,,,,,,,,,
c-DDOS,d-50962,x-OUT,,,,,,,,,
d-50962,l-2,p-TCP,,,,,,,,,
d-50962,l-2,r-PRIVATE,,,,,,,,,
d-50962,l-2,x-OUT,,,,,,,,,
d-50962,p-TCP,r-PRIVATE,,,,,,,,,
d-50962,p-TCP,x-OUT,,,,,,,,,
d-50962,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50963,l-2,,,,,,,,,
c-DDOS,d-50963,p-TCP,,,,,,,,,
c-DDOS,d-50963,r-PRIVATE,,,,,,,,,
c-DDOS,d-50963,x-OUT,,,,,,,,,
d-50963,l-2,p-TCP,,,,,,,,,
d-50963,l-2,r-PRIVATE,,,,,,,,,
d-50963,l-2,x-OUT,,,,,,,,,
d-50963,p-TCP,r-PRIVATE,,,,,,,,,
d-50963,p-TCP,x-OUT,,,,,,,,,
d-50963,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50964,l-2,,,,,,,,,
c-DDOS,d-50964,p-TCP,,,,,,,,,
c-DDOS,d-50964,r-PRIVATE,,,,,,,,,
c-DDOS,d-50964,x-OUT,,,,,,,,,
d-50964,l-2,p-TCP,,,,,,,,,
d-50964,l-2,r-PRIVATE,,,,,,,,,
d-50964,l-2,x-OUT,,,,,,,,,
d-50964,p-TCP,r-PRIVATE,,,,,,,,,
d-50964,p-TCP,x-OUT,,,,,,,,,
d-50964,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50965,l-2,,,,,,,,,
c-DDOS,d-50965,p-TCP,,,,,,,,,
c-DDOS,d-50965,r-PRIVATE,,,,,,,,,
c-DDOS,d-50965,x-OUT,,,,,,,,,
d-50965,l-2,p-TCP,,,,,,,,,
d-50965,l-2,r-PRIVATE,,,,,,,,,
d-50965,l-2,x-OUT,,,,,,,,,
d-50965,p-TCP,r-PRIVATE,,,,,,,,,
d-50965,p-TCP,x-OUT,,,,,,,,,
d-50965,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50966,l-2,,,,,,,,,
c-DDOS,d-50966,p-TCP,,,,,,,,,
c-DDOS,d-50966,r-PRIVATE,,,,,,,,,
c-DDOS,d-50966,x-OUT,,,,,,,,,
d-50966,l-2,p-TCP,,,,,,,,,
d-50966,l-2,r-PRIVATE,,,,,,,,,
d-50966,l-2,x-OUT,,,,,,,,,
d-50966,p-TCP,r-PRIVATE,,,,,,,,,
d-50966,p-TCP,x-OUT,,,,,,,,,
d-50966,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50967,l-2,,,,,,,,,
c-DDOS,d-50967,p-TCP,,,,,,,,,
c-DDOS,d-50967,r-PRIVATE,,,,,,,,,
c-DDOS,d-50967,x-OUT,,,,,,,,,
d-50967,l-2,p-TCP,,,,,,,,,
d-50967,l-2,r-PRIVATE,,,,,,,,,
d-50967,l-2,x-OUT,,,,,,,,,
d-50967,p-TCP,r-PRIVATE,,,,,,,,,
d-50967,p-TCP,x-OUT,,,,,,,,,
d-50967,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50968,l-2,,,,,,,,,
c-DDOS,d-50968,p-TCP,,,,,,,,,
c-DDOS,d-50968,r-PRIVATE,,,,,,,,,
c-DDOS,d-50968,x-OUT,,,,,,,,,
d-50968,l-2,p-TCP,,,,,,,,,
d-50968,l-2,r-PRIVATE,,,,,,,,,
d-50968,l-2,x-OUT,,,,,,,,,
d-50968,p-TCP,r-PRIVATE,,,,,,,,,
d-50968,p-TCP,x-OUT,,,,,,,,,
d-50968,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50969,l-2,,,,,,,,,
c-DDOS,d-50969,p-TCP,,,,,,,,,
c-DDOS,d-50969,r-PRIVATE,,,,,,,,,
c-DDOS,d-50969,x-OUT,,,,,,,,,
d-50969,l-2,p-TCP,,,,,,,,,
d-50969,l-2,r-PRIVATE,,,,,,,,,
d-50969,l-2,x-OUT,,,,,,,,,
d-50969,p-TCP,r-PRIVATE,,,,,,,,,
d-50969,p-TCP,x-OUT,,,,,,,,,
d-50969,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50970,l-2,,,,,,,,,
c-DDOS,d-50970,p-TCP,,,,,,,,,
c-DDOS,d-50970,r-PRIVATE,,,,,,,,,
c-DDOS,d-50970,x-OUT,,,,,,,,,
d-50970,l-2,p-TCP,,,,,,,,,
d-50970,l-2,r-PRIVATE,,,,,,,,,
d-50970,l-2,x-OUT,,,,,,,,,
d-50970,p-TCP,r-PRIVATE,,,,,,,,,
d-50970,p-TCP,x-OUT,,,,,,,,,
d-50970,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50971,l-2,,,,,,,,,
c-DDOS,d-50971,p-TCP,,,,,,,,,
c-DDOS,d-50971,r-PRIVATE,,,,,,,,,
c-DDOS,d-50971,x-OUT,,,,,,,,,
d-50971,l-2,p-TCP,,,,,,,,,
d-50971,l-2,r-PRIVATE,,,,,,,,,
d-50971,l-2,x-OUT,,,,,,,,,
d-50971,p-TCP,r-PRIVATE,,,,,,,,,
d-50971,p-TCP,x-OUT,,,,,,,,,
d-50971,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50972,l-2,,,,,,,,,
c-DDOS,d-50972,p-TCP,,,,,,,,,
c-DDOS,d-50972,r-PRIVATE,,,,,,,,,
c-DDOS,d-50972,x-OUT,,,,,,,,,
d-50972,l-2,p-TCP,,,,,,,,,
d-50972,l-2,r-PRIVATE,,,,,,,,,
d-50972,l-2,x-OUT,,,,,,,,,
d-50972,p-TCP,r-PRIVATE,,,,,,,,,
d-50972,p-TCP,x-OUT,,,,,,,,,
d-50972,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50973,l-2,,,,,,,,,
c-DDOS,d-50973,p-TCP,,,,,,,,,
c-DDOS,d-50973,r-PRIVATE,,,,,,,,,
c-DDOS,d-50973,x-OUT,,,,,,,,,
d-50973,l-2,p-TCP,,,,,,,,,
d-50973,l-2,r-PRIVATE,,,,,,,,,
d-50973,l-2,x-OUT,,,,,,,,,
d-50973,p-TCP,r-PRIVATE,,,,,,,,,
d-50973,p-TCP,x-OUT,,,,,,,,,
d-50973,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50974,l-2,,,,,,,,,
c-DDOS,d-50974,p-TCP,,,,,,,,,
c-DDOS,d-50974,r-PRIVATE,,,,,,,,,
c-DDOS,d-50974,x-OUT,,,,,,,,,
d-50974,l-2,p-TCP,,,,,,,,,
d-50974,l-2,r-PRIVATE,,,,,,,,,
d-50974,l-2,x-OUT,,,,,,,,,
d-50974,p-TCP,r-PRIVATE,,,,,,,,,
d-50974,p-TCP,x-OUT,,,,,,,,,
d-50974,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50975,l-2,,,,,,,,,
c-DDOS,d-50975,p-TCP,,,,,,,,,
c-DDOS,d-50975,r-PRIVATE,,,,,,,,,
c-DDOS,d-50975,x-OUT,,,,,,,,,
d-50975,l-2,p-TCP,,,,,,,,,
d-50975,l-2,r-PRIVATE,,,,,,,,,
d-50975,l-2,x-OUT,,,,,,,,,
d-50975,p-TCP,r-PRIVATE,,,,,,,,,
d-50975,p-TCP,x-OUT,,,,,,,,,
d-50975,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50976,l-2,,,,,,,,,
c-DDOS,d-50976,p-TCP,,,,,,,,,
c-DDOS,d-50976,r-PRIVATE,,,,,,,,,
c-DDOS,d-50976,x-OUT,,,,,,,,,
d-50976,l-2,p-TCP,,,,,,,,,
d-50976,l-2,r-PRIVATE,,,,,,,,,
d-50976,l-2,x-OUT,,,,,,,,,
d-50976,p-TCP,r-PRIVATE,,,,,,,,,
d-50976,p-TCP,x-OUT,,,,,,,,,
d-50976,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50977,l-2,,,,,,,,,
c-DDOS,d-50977,p-TCP,,,,,,,,,
c-DDOS,d-50977,r-PRIVATE,,,,,,,,,
c-DDOS,d-50977,x-OUT,,,,,,,,,
d-50977,l-2,p-TCP,,,,,,,,,
d-50977,l-2,r-PRIVATE,,,,,,,,,
d-50977,l-2,x-OUT,,,,,,,,,
d-50977,p-TCP,r-PRIVATE,,,,,,,,,
d-50977,p-TCP,x-OUT,,,,,,,,,
d-50977,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50978,l-2,,,,,,,,,
c-DDOS,d-50978,p-TCP,,,,,,,,,
c-DDOS,d-50978,r-PRIVATE,,,,,,,,,
c-DDOS,d-50978,x-OUT,,,,,,,,,
d-50978,l-2,p-TCP,,,,,,,,,
d-50978,l-2,r-PRIVATE,,,,,,,,,
d-50978,l-2,x-OUT,,,,,,,,,
d-50978,p-TCP,r-PRIVATE,,,,,,,,,
d-50978,p-TCP,x-OUT,,,,,,,,,
d-50978,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50979,l-2,,,,,,,,,
c-DDOS,d-50979,p-TCP,,,,,,,,,
c-DDOS,d-50979,r-PRIVATE,,,,,,,,,
c-DDOS,d-50979,x-OUT,,,,,,,,,
d-50979,l-2,p-TCP,,,,,,,,,
d-50979,l-2,r-PRIVATE,,,,,,,,,
d-50979,l-2,x-OUT,,,,,,,,,
d-50979,p-TCP,r-PRIVATE,,,,,,,,,
d-50979,p-TCP,x-OUT,,,,,,,,,
d-50979,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50980,l-2,,,,,,,,,
c-DDOS,d-50980,p-TCP,,,,,,,,,
c-DDOS,d-50980,r-PRIVATE,,,,,,,,,
c-DDOS,d-50980,x-OUT,,,,,,,,,
d-50980,l-2,p-TCP,,,,,,,,,
d-50980,l-2,r-PRIVATE,,,,,,,,,
d-50980,l-2,x-OUT,,,,,,,,,
d-50980,p-TCP,r-PRIVATE,,,,,,,,,
d-50980,p-TCP,x-OUT,,,,,,,,,
d-50980,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50981,l-2,,,,,,,,,
c-DDOS,d-50981,p-TCP,,,,,,,,,
c-DDOS,d-50981,r-PRIVATE,,,,,,,,,
c-DDOS,d-50981,x-OUT,,,,,,,,,
d-50981,l-2,p-TCP,,,,,,,,,
d-50981,l-2,r-PRIVATE,,,,,,,,,
d-50981,l-2,x-OUT,,,,,,,,,
d-50981,p-TCP,r-PRIVATE,,,,,,,,,
d-50981,p-TCP,x-OUT,,,,,,,,,
d-50981,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50982,l-2,,,,,,,,,
c-DDOS,d-50982,p-TCP,,,,,,,,,
c-DDOS,d-50982,r-PRIVATE,,,,,,,,,
c-DDOS,d-50982,x-OUT,,,,,,,,,
d-50982,l-2,p-TCP,,,,,,,,,
d-50982,l-2,r-PRIVATE,,,,,,,,,
d-50982,l-2,x-OUT,,,,,,,,,
d-50982,p-TCP,r-PRIVATE,,,,,,,,,
d-50982,p-TCP,x-OUT,,,,,,,,,
d-50982,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50983,l-2,,,,,,,,,
c-DDOS,d-50983,p-TCP,,,,,,,,,
c-DDOS,d-50983,r-PRIVATE,,,,,,,,,
c-DDOS,d-50983,x-OUT,,,,,,,,,
d-50983,l-2,p-TCP,,,,,,,,,
d-50983,l-2,r-PRIVATE,,,,,,,,,
d-50983,l-2,x-OUT,,,,,,,,,
d-50983,p-TCP,r-PRIVATE,,,,,,,,,
d-50983,p-TCP,x-OUT,,,,,,,,,
d-50983,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50984,l-2,,,,,,,,,
c-DDOS,d-50984,p-TCP,,,,,,,,,
c-DDOS,d-50984,r-PRIVATE,,,,,,,,,
c-DDOS,d-50984,x-OUT,,,,,,,,,
d-50984,l-2,p-TCP,,,,,,,,,
d-50984,l-2,r-PRIVATE,,,,,,,,,
d-50984,l-2,x-OUT,,,,,,,,,
d-50984,p-TCP,r-PRIVATE,,,,,,,,,
d-50984,p-TCP,x-OUT,,,,,,,,,
d-50984,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50985,l-2,,,,,,,,,
c-DDOS,d-50985,p-TCP,,,,,,,,,
c-DDOS,d-50985,r-PRIVATE,,,,,,,,,
c-DDOS,d-50985,x-OUT,,,,,,,,,
d-50985,l-2,p-TCP,,,,,,,,,
d-50985,l-2,r-PRIVATE,,,,,,,,,
d-50985,l-2,x-OUT,,,,,,,,,
d-50985,p-TCP,r-PRIVATE,,,,,,,,,
d-50985,p-TCP,x-OUT,,,,,,,,,
d-50985,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50986,l-2,,,,,,,,,
c-DDOS,d-50986,p-TCP,,,,,,,,,
c-DDOS,d-50986,r-PRIVATE,,,,,,,,,
c-DDOS,d-50986,x-OUT,,,,,,,,,
d-50986,l-2,p-TCP,,,,,,,,,
d-50986,l-2,r-PRIVATE,,,,,,,,,
d-50986,l-2,x-OUT,,,,,,,,,
d-50986,p-TCP,r-PRIVATE,,,,,,,,,
d-50986,p-TCP,x-OUT,,,,,,,,,
d-50986,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50987,l-2,,,,,,,,,
c-DDOS,d-50987,p-TCP,,,,,,,,,
c-DDOS,d-50987,r-PRIVATE,,,,,,,,,
c-DDOS,d-50987,x-OUT,,,,,,,,,
d-50987,l-2,p-TCP,,,,,,,,,
d-50987,l-2,r-PRIVATE,,,,,,,,,
d-50987,l-2,x-OUT,,,,,,,,,
d-50987,p-TCP,r-PRIVATE,,,,,,,,,
d-50987,p-TCP,x-OUT,,,,,,,,,
d-50987,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50988,l-2,,,,,,,,,
c-DDOS,d-50988,p-TCP,,,,,,,,,
c-DDOS,d-50988,r-PRIVATE,,,,,,,,,
c-DDOS,d-50988,x-OUT,,,,,,,,,
d-50988,l-2,p-TCP,,,,,,,,,
d-50988,l-2,r-PRIVATE,,,,,,,,,
d-50988,l-2,x-OUT,,,,,,,,,
d-50988,p-TCP,r-PRIVATE,,,,,,,,,
d-50988,p-TCP,x-OUT,,,,,,,,,
d-50988,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50989,l-2,,,,,,,,,
c-DDOS,d-50989,p-TCP,,,,,,,,,
c-DDOS,d-50989,r-PRIVATE,,,,,,,,,
c-DDOS,d-50989,x-OUT,,,,,,,,,
d-50989,l-2,p-TCP,,,,,,,,,
d-50989,l-2,r-PRIVATE,,,,,,,,,
d-50989,l-2,x-OUT,,,,,,,,,
d-50989,p-TCP,r-PRIVATE,,,,,,,,,
d-50989,p-TCP,x-OUT,,,,,,,,,
d-50989,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50990,l-2,,,,,,,,,
c-DDOS,d-50990,p-TCP,,,,,,,,,
c-DDOS,d-50990,r-PRIVATE,,,,,,,,,
c-DDOS,d-50990,x-OUT,,,,,,,,,
d-50990,l-2,p-TCP,,,,,,,,,
d-50990,l-2,r-PRIVATE,,,,,,,,,
d-50990,l-2,x-OUT,,,,,,,,,
d-50990,p-TCP,r-PRIVATE,,,,,,,,,
d-50990,p-TCP,x-OUT,,,,,,,,,
d-50990,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50991,l-2,,,,,,,,,
c-DDOS,d-50991,p-TCP,,,,,,,,,
c-DDOS,d-50991,r-PRIVATE,,,,,,,,,
c-DDOS,d-50991,x-OUT,,,,,,,,,
d-50991,l-2,p-TCP,,,,,,,,,
d-50991,l-2,r-PRIVATE,,,,,,,,,
d-50991,l-2,x-OUT,,,,,,,,,
d-50991,p-TCP,r-PRIVATE,,,,,,,,,
d-50991,p-TCP,x-OUT,,,,,,,,,
d-50991,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50992,l-2,,,,,,,,,
c-DDOS,d-50992,p-TCP,,,,,,,,,
c-DDOS,d-50992,r-PRIVATE,,,,,,,,,
c-DDOS,d-50992,x-OUT,,,,,,,,,
d-50992,l-2,p-TCP,,,,,,,,,
d-50992,l-2,r-PRIVATE,,,,,,,,,
d-50992,l-2,x-OUT,,,,,,,,,
d-50992,p-TCP,r-PRIVATE,,,,,,,,,
d-50992,p-TCP,x-OUT,,,,,,,,,
d-50992,r-PRIVATE,x-OUT,,,,,,,,,
c-DDOS,d-50993,l-2,,,,,,,,,
c-DDOS,d-50993,p-TCP,,,,,,,,,
c-DDOS,d-50993,r-PRIVATE,,,,,,,,,
c-DDOS,d-50993,x-OUT,,,,,,,,,
d-50993,l-2,p-TCP,,,,,,,,,
d-50993,l-2,r-PRIVATE,,,,,,,,,
d-50993,l-2,x-OUT,,,,,,,,,
d-50993,p-TCP,r-PRIVATE,,,,,,,,,
d-50993,p-TCP,x-OUT,,,,,,,,,
